X,Y,SHIFT,REPORT_DAT,CCN,OFFENSE,METHOD,DISTRICT
-76.9931835,38.86226053,DAY,11/2/2023,23180139,ASSAULT W/DANGEROUS WEAPON,OTHERS,7
-76.96816338,38.93459859,DAY,11/3/2023,23180719,MOTOR VEHICLE THEFT,OTHERS,5
-76.996816,38.84586615,EVENING,11/3/2023,23180890,THEFT F/AUTO,OTHERS,7
-77.04880824,38.90684375,DAY,11/4/2023,23181301,THEFT/OTHER,OTHERS,2
-77.00878189,38.9493416,DAY,11/4/2023,23181321,THEFT F/AUTO,OTHERS,0
-77.06816719,38.91623372,EVENING,11/5/2023,23181662,THEFT/OTHER,OTHERS,2
-77.02576981,38.8809942,MIDNIGHT,11/5/2023,23181721,THEFT/OTHER,OTHERS,1
-77.02420898,38.91807646,DAY,11/5/2023,23181988,MOTOR VEHICLE THEFT,OTHERS,3
-77.00752744,38.94380006,DAY,11/7/2023,23182961,THEFT F/AUTO,OTHERS,4
-76.99176975,38.90518558,EVENING,11/7/2023,23183105,MOTOR VEHICLE THEFT,OTHERS,5
-76.99433005,38.9045238,EVENING,11/11/2023,23185355,MOTOR VEHICLE THEFT,OTHERS,5
-76.95221695,38.86478187,MIDNIGHT,11/12/2023,23185595,ASSAULT W/DANGEROUS WEAPON,GUN,6
-76.96998324,38.85806162,EVENING,11/13/2023,23185781,THEFT/OTHER,OTHERS,7
-77.03080279,38.89612201,DAY,11/13/2023,23186201,THEFT F/AUTO,OTHERS,2
-77.00840358,38.92452682,DAY,11/13/2023,23186276,MOTOR VEHICLE THEFT,OTHERS,5
-76.96763934,38.85948534,DAY,11/16/2023,23187956,ROBBERY,OTHERS,6
-77.02482957,38.93922163,DAY,10/24/2023,23424101,THEFT/OTHER,OTHERS,4
-76.97855087,38.92023548,EVENING,10/27/2023,23424134,THEFT/OTHER,OTHERS,5
-77.03121913,38.93974555,DAY,10/29/2023,23424163,THEFT/OTHER,OTHERS,4
-77.05143835,38.89810929,DAY,11/8/2023,23424473,THEFT/OTHER,OTHERS,2
-76.99715929,38.92094079,DAY,11/9/2023,23424507,THEFT/OTHER,OTHERS,5
-77.07356843,38.95969171,EVENING,11/9/2023,23424569,THEFT/OTHER,OTHERS,2
-77.03455933,38.91002536,MIDNIGHT,11/14/2023,23424692,THEFT/OTHER,OTHERS,2
-77.00747637,38.90565019,MIDNIGHT,11/15/2023,23424715,THEFT/OTHER,OTHERS,5
-77.03866731,38.91474723,EVENING,10/23/2023,23174647,THEFT F/AUTO,OTHERS,3
-77.08743925,38.95471266,EVENING,10/23/2023,23174739,THEFT F/AUTO,OTHERS,2
-77.00586628,38.87556636,EVENING,11/1/2023,23175218,THEFT/OTHER,OTHERS,1
-76.9674602,38.8758815,EVENING,10/25/2023,23175715,SEX ABUSE,OTHERS,6
-77.01990154,38.91478382,EVENING,10/25/2023,23175821,THEFT F/AUTO,OTHERS,3
-77.02660915,38.93127916,EVENING,10/26/2023,23175978,ROBBERY,GUN,3
-77.00523312,38.96327282,MIDNIGHT,10/26/2023,23176086,THEFT/OTHER,OTHERS,4
-76.95221982,38.86367928,DAY,10/26/2023,23176260,MOTOR VEHICLE THEFT,OTHERS,6
-77.07310989,38.96067426,DAY,10/27/2023,23176864,THEFT F/AUTO,OTHERS,2
-76.94764978,38.89666367,EVENING,10/28/2023,23176966,THEFT F/AUTO,OTHERS,6
-76.99005843,38.85847262,MIDNIGHT,10/28/2023,23177135,BURGLARY,OTHERS,7
-77.00117084,38.95284335,EVENING,10/28/2023,23177590,THEFT/OTHER,OTHERS,4
-77.01432715,38.97484567,DAY,10/29/2023,23177987,THEFT/OTHER,OTHERS,4
-77.02970995,38.92814388,EVENING,10/28/2023,23177109,BURGLARY,OTHERS,3
-76.97923001,38.8452388,DAY,11/1/2023,23177197,MOTOR VEHICLE THEFT,OTHERS,7
-76.99395657,38.95149223,MIDNIGHT,10/28/2023,23177301,MOTOR VEHICLE THEFT,OTHERS,4
-77.01215426,38.91756261,DAY,10/29/2023,23177996,MOTOR VEHICLE THEFT,OTHERS,3
-76.98740947,38.89734098,EVENING,10/30/2023,23178204,ROBBERY,GUN,1
-76.98876055,38.86713257,DAY,10/30/2023,23178487,BURGLARY,OTHERS,7
-77.01059767,38.92131067,MIDNIGHT,10/31/2023,23178547,MOTOR VEHICLE THEFT,OTHERS,3
-77.02962599,38.91593717,EVENING,10/30/2023,23178719,THEFT F/AUTO,OTHERS,3
-77.06293694,38.97687808,EVENING,10/31/2023,23178834,THEFT F/AUTO,OTHERS,2
-76.9789966,38.89545306,EVENING,10/31/2023,23179363,THEFT F/AUTO,OTHERS,5
-77.00588677,38.90605178,EVENING,11/1/2023,23179858,THEFT/OTHER,OTHERS,5
-77.00588677,38.90605178,DAY,11/7/2023,23424398,THEFT/OTHER,OTHERS,5
-77.01495339,38.94432678,DAY,11/9/2023,23424537,THEFT/OTHER,OTHERS,4
-77.01696161,38.91150021,DAY,11/19/2023,23424912,THEFT F/AUTO,OTHERS,3
-77.01067752,38.90857423,EVENING,11/16/2023,23188137,MOTOR VEHICLE THEFT,OTHERS,3
-76.99055634,38.95027489,DAY,11/17/2023,23188502,MOTOR VEHICLE THEFT,OTHERS,4
-77.02659089,38.98406344,EVENING,11/18/2023,23188808,ROBBERY,OTHERS,4
-76.94764978,38.89666367,EVENING,11/19/2023,23189295,THEFT F/AUTO,OTHERS,6
-77.00907084,38.90469155,MIDNIGHT,11/19/2023,23189356,THEFT/OTHER,GUN,1
-77.04360926,38.90993522,MIDNIGHT,11/19/2023,23189472,MOTOR VEHICLE THEFT,OTHERS,2
-76.99375788,38.9215925,DAY,11/19/2023,23189535,THEFT/OTHER,OTHERS,5
-77.02458571,38.93815618,EVENING,11/2/2023,23424266,THEFT/OTHER,OTHERS,4
-76.97395709,38.91957865,DAY,11/8/2023,23424458,THEFT/OTHER,OTHERS,5
-76.97444214,38.92204722,DAY,11/10/2023,23424615,THEFT F/AUTO,OTHERS,5
-77.0403008,38.90424574,DAY,11/16/2023,23424757,THEFT/OTHER,OTHERS,2
-77.01755757,38.89733701,DAY,11/18/2023,23424830,THEFT F/AUTO,OTHERS,1
-76.98149295,38.88868052,EVENING,10/26/2023,23424112,THEFT/OTHER,OTHERS,1
-77.04254499,38.9148429,DAY,11/7/2023,23424419,THEFT/OTHER,OTHERS,2
-76.99264812,38.89418661,DAY,11/8/2023,23424456,THEFT/OTHER,OTHERS,1
-77.02885298,38.90457992,DAY,11/8/2023,23424479,THEFT F/AUTO,OTHERS,2
-76.95290836,38.8916524,EVENING,11/9/2023,23424560,THEFT/OTHER,OTHERS,6
-77.07097867,38.90769736,DAY,11/10/2023,23424617,THEFT/OTHER,OTHERS,2
-77.07228663,38.9215195,DAY,11/15/2023,23424746,THEFT/OTHER,OTHERS,2
-77.04488755,38.91064171,EVENING,11/18/2023,23424875,THEFT F/AUTO,OTHERS,2
-77.01311321,38.90076716,DAY,11/19/2023,23424890,THEFT/OTHER,OTHERS,1
-76.94696715,38.89335727,DAY,10/22/2023,23173967,THEFT/OTHER,OTHERS,6
-77.02155082,38.91612136,DAY,10/22/2023,23174028,BURGLARY,OTHERS,3
-77.03232827,38.96308929,EVENING,10/23/2023,23174288,THEFT/OTHER,OTHERS,4
-76.95866143,38.88443411,MIDNIGHT,10/23/2023,23174336,ASSAULT W/DANGEROUS WEAPON,GUN,6
-77.02971014,38.92915344,EVENING,10/23/2023,23174744,ROBBERY,GUN,3
-76.98038889,38.89962291,EVENING,10/24/2023,23174802,THEFT/OTHER,OTHERS,5
-76.99314249,38.9222244,DAY,10/25/2023,23175587,THEFT/OTHER,OTHERS,5
-77.05949647,38.97013479,MIDNIGHT,10/26/2023,23175740,THEFT F/AUTO,OTHERS,2
-77.0327318,38.93829661,DAY,10/26/2023,23176284,MOTOR VEHICLE THEFT,OTHERS,4
-76.97557763,38.87106029,DAY,10/29/2023,23176315,THEFT F/AUTO,OTHERS,6
-76.99419714,38.83489376,EVENING,10/26/2023,23176512,THEFT/OTHER,OTHERS,7
-77.03491297,38.95929373,DAY,10/28/2023,23177327,THEFT F/AUTO,OTHERS,4
-77.02837874,38.9267472,EVENING,10/28/2023,23177566,MOTOR VEHICLE THEFT,OTHERS,3
-77.03272896,38.94240529,EVENING,10/29/2023,23177683,ROBBERY,GUN,4
-76.98201382,38.90221551,DAY,10/30/2023,23178412,THEFT/OTHER,OTHERS,5
-76.98007376,38.91719616,EVENING,10/30/2023,23178630,MOTOR VEHICLE THEFT,OTHERS,5
-77.04343966,38.92679248,EVENING,10/31/2023,23178658,THEFT F/AUTO,OTHERS,3
-77.02451883,38.92748595,EVENING,10/30/2023,23178765,THEFT F/AUTO,OTHERS,3
-77.01316409,38.91409366,EVENING,10/26/2023,23424118,THEFT/OTHER,OTHERS,3
-77.08331773,38.95903928,DAY,10/30/2023,23424183,THEFT F/AUTO,OTHERS,2
-77.00780186,38.91111823,EVENING,11/4/2023,23424293,THEFT/OTHER,OTHERS,5
-77.03121924,38.93868564,EVENING,11/5/2023,23424330,THEFT/OTHER,OTHERS,4
-77.02704272,38.90491456,DAY,11/7/2023,23424376,THEFT/OTHER,OTHERS,3
-77.01311321,38.90076716,DAY,11/19/2023,23424888,THEFT/OTHER,OTHERS,1
-77.0209035,38.90323873,EVENING,10/22/2023,23424083,THEFT F/AUTO,OTHERS,1
-77.03195322,38.91665119,EVENING,10/28/2023,23424147,THEFT/OTHER,OTHERS,3
-77.0308664,38.93283421,DAY,11/2/2023,23424226,THEFT/OTHER,OTHERS,4
-76.99731156,38.92559044,DAY,11/7/2023,23424379,THEFT/OTHER,OTHERS,5
-77.01278664,38.90605997,DAY,11/9/2023,23424555,THEFT/OTHER,OTHERS,3
-77.0639982,38.90515888,EVENING,11/10/2023,23424573,THEFT/OTHER,OTHERS,2
-76.99731774,38.88514209,DAY,11/10/2023,23424603,THEFT/OTHER,OTHERS,1
-77.0315564,38.96685775,EVENING,11/18/2023,23189167,MOTOR VEHICLE THEFT,OTHERS,4
-76.94562227,38.89367224,EVENING,11/18/2023,23189244,MOTOR VEHICLE THEFT,OTHERS,6
-77.01990389,38.9103901,EVENING,11/19/2023,23189296,ASSAULT W/DANGEROUS WEAPON,KNIFE,3
-76.97812799,38.88759625,EVENING,11/20/2023,23190216,MOTOR VEHICLE THEFT,OTHERS,1
-77.02885478,38.91700756,MIDNIGHT,10/31/2023,23178955,THEFT/OTHER,OTHERS,3
-77.00826341,38.87929416,EVENING,10/23/2023,23174277,MOTOR VEHICLE THEFT,OTHERS,1
-77.03078841,38.91700787,EVENING,10/24/2023,23175098,THEFT/OTHER,OTHERS,3
-77.0726938,38.9350855,EVENING,10/24/2023,23175258,THEFT/OTHER,OTHERS,2
-77.0280883,38.89674517,MIDNIGHT,10/25/2023,23175338,THEFT/OTHER,OTHERS,2
-77.03273165,38.93921725,EVENING,10/25/2023,23175346,MOTOR VEHICLE THEFT,OTHERS,4
-77.03114268,38.89968473,DAY,10/25/2023,23175624,BURGLARY,OTHERS,2
-77.01466812,38.92640669,EVENING,10/25/2023,23175774,THEFT/OTHER,OTHERS,4
-76.99989621,38.83164167,EVENING,10/25/2023,23175931,THEFT F/AUTO,OTHERS,7
-77.03858478,38.93184794,MIDNIGHT,10/26/2023,23176039,MOTOR VEHICLE THEFT,OTHERS,3
-77.06014484,38.94097244,MIDNIGHT,10/26/2023,23176145,THEFT F/AUTO,OTHERS,2
-77.07023157,38.91601774,EVENING,10/26/2023,23176337,THEFT/OTHER,OTHERS,2
-77.02808366,38.91629302,EVENING,10/28/2023,23177164,ROBBERY,GUN,3
-77.02242559,38.89721501,MIDNIGHT,10/28/2023,23177305,ROBBERY,GUN,1
-77.03195303,38.91700558,MIDNIGHT,10/29/2023,23177753,MOTOR VEHICLE THEFT,OTHERS,3
-77.00117084,38.95284335,MIDNIGHT,10/29/2023,23177754,THEFT/OTHER,OTHERS,4
-77.07318217,38.95836513,DAY,10/31/2023,23179154,THEFT F/AUTO,OTHERS,2
-76.9973071,38.90021115,DAY,11/2/2023,23179176,THEFT F/AUTO,OTHERS,1
-76.98919534,38.86615736,MIDNIGHT,11/1/2023,23179435,THEFT/OTHER,OTHERS,7
-76.9918335,38.8316376,MIDNIGHT,11/1/2023,23179507,BURGLARY,OTHERS,7
-76.99556645,38.90021164,EVENING,11/2/2023,23180014,THEFT/OTHER,OTHERS,0
-77.03084342,38.96367505,DAY,11/2/2023,23180164,THEFT F/AUTO,OTHERS,4
-76.92982365,38.88381624,DAY,11/2/2023,23180288,THEFT F/AUTO,OTHERS,6
-77.05190543,38.9242076,DAY,11/2/2023,23180314,THEFT/OTHER,OTHERS,2
-76.9976907,38.85858555,EVENING,11/2/2023,23180452,ROBBERY,OTHERS,7
-77.06391816,38.94487643,EVENING,11/2/2023,23180461,THEFT/OTHER,OTHERS,2
-76.97005153,38.87455292,EVENING,11/4/2023,23181464,THEFT F/AUTO,OTHERS,6
-77.02885137,38.89832172,DAY,11/5/2023,23181893,THEFT F/AUTO,OTHERS,2
-77.01763703,38.87787439,DAY,11/5/2023,23181897,THEFT/OTHER,OTHERS,1
-76.96674541,38.84978148,DAY,11/5/2023,23182001,MOTOR VEHICLE THEFT,OTHERS,7
-77.03750149,38.91261678,EVENING,11/5/2023,23182104,THEFT F/AUTO,OTHERS,3
-76.9949577,38.94678932,DAY,11/6/2023,23182331,MOTOR VEHICLE THEFT,OTHERS,4
-77.06256711,38.90845068,DAY,11/6/2023,23424350,THEFT/OTHER,OTHERS,2
-77.06843994,38.90775221,DAY,11/12/2023,23424661,THEFT/OTHER,OTHERS,2
-77.06013376,38.9039058,DAY,10/26/2023,23424103,THEFT/OTHER,OTHERS,2
-77.0027048,38.90809274,EVENING,10/28/2023,23424150,THEFT/OTHER,OTHERS,5
-77.05519075,38.90938198,DAY,10/30/2023,23424181,THEFT F/AUTO,OTHERS,2
-77.03455705,38.91150624,DAY,10/31/2023,23424188,THEFT/OTHER,OTHERS,3
-77.07503849,38.91993275,EVENING,11/5/2023,23424321,THEFT/OTHER,OTHERS,2
-76.99730907,38.8967287,DAY,11/6/2023,23424359,THEFT/OTHER,OTHERS,1
-76.98718048,38.86669635,DAY,11/7/2023,23424391,THEFT F/AUTO,OTHERS,7
-76.98659998,38.86523142,DAY,11/7/2023,23424394,THEFT/OTHER,OTHERS,7
-77.04295382,38.91782695,DAY,11/8/2023,23424471,THEFT/OTHER,OTHERS,3
-77.03357435,38.92156352,DAY,11/9/2023,23424508,THEFT/OTHER,OTHERS,3
-76.98690852,38.90020649,DAY,11/9/2023,23424518,THEFT F/AUTO,OTHERS,1
-77.0639982,38.90515888,MIDNIGHT,11/15/2023,23424723,THEFT/OTHER,OTHERS,2
-77.00296909,38.95876913,DAY,11/18/2023,23424828,THEFT/OTHER,OTHERS,4
-76.98994437,38.9026458,EVENING,10/22/2023,23424078,THEFT/OTHER,OTHERS,5
-77.03078796,38.91409899,DAY,11/9/2023,23424505,THEFT/OTHER,OTHERS,3
-77.0327318,38.93829661,EVENING,11/12/2023,23424676,THEFT/OTHER,OTHERS,4
-77.05867651,38.90767897,DAY,11/14/2023,23424707,THEFT/OTHER,OTHERS,2
-76.97482657,38.89862201,DAY,11/19/2023,23424878,THEFT F/AUTO,OTHERS,5
-77.03228212,38.92513631,EVENING,10/22/2023,23174160,THEFT/OTHER,OTHERS,3
-77.05427186,38.90396812,EVENING,10/22/2023,23174247,THEFT/OTHER,OTHERS,2
-77.04198978,38.92970189,EVENING,10/22/2023,23174256,THEFT/OTHER,OTHERS,3
-77.0390642,38.91432434,MIDNIGHT,10/23/2023,23174318,ROBBERY,OTHERS,3
-77.03078994,38.91629207,DAY,10/26/2023,23175555,THEFT F/AUTO,OTHERS,3
-76.98562955,38.91350698,DAY,10/25/2023,23175560,THEFT F/AUTO,OTHERS,5
-77.04057515,38.90134369,DAY,10/26/2023,23176313,MOTOR VEHICLE THEFT,OTHERS,2
-76.99111984,38.93402912,EVENING,10/26/2023,23176482,THEFT/OTHER,OTHERS,5
-77.00644253,38.91811554,DAY,10/27/2023,23176761,MOTOR VEHICLE THEFT,OTHERS,5
-77.03273321,38.93333087,EVENING,10/28/2023,23177587,ROBBERY,OTHERS,4
-77.03195469,38.91298543,DAY,10/29/2023,23178023,THEFT/OTHER,OTHERS,3
-76.92352488,38.88810349,MIDNIGHT,10/30/2023,23178286,MOTOR VEHICLE THEFT,OTHERS,6
-77.00057108,38.92756959,EVENING,10/30/2023,23178642,BURGLARY,OTHERS,5
-77.03001409,38.88244299,EVENING,10/31/2023,23178866,THEFT/OTHER,OTHERS,1
-77.03195299,38.91150608,EVENING,10/31/2023,23178868,THEFT/OTHER,OTHERS,3
-77.00673047,38.82779747,MIDNIGHT,10/31/2023,23178870,HOMICIDE,GUN,7
-77.01616969,38.91186966,EVENING,10/31/2023,23179252,MOTOR VEHICLE THEFT,OTHERS,3
-76.97142078,38.87383398,MIDNIGHT,11/1/2023,23179541,ROBBERY,OTHERS,6
-77.03324363,38.91812216,DAY,11/1/2023,23179670,BURGLARY,OTHERS,3
-77.01801107,38.93888174,EVENING,11/3/2023,23180433,MOTOR VEHICLE THEFT,OTHERS,4
-77.02703587,38.91756272,DAY,11/3/2023,23180716,BURGLARY,OTHERS,3
-77.04654788,38.91986136,DAY,11/6/2023,23182493,THEFT F/AUTO,OTHERS,3
-76.99641375,38.90991466,DAY,11/7/2023,23182913,BURGLARY,OTHERS,5
-77.02128706,38.92369012,DAY,11/7/2023,23183053,THEFT F/AUTO,OTHERS,3
-77.00908761,38.87251204,EVENING,11/7/2023,23183193,THEFT/OTHER,OTHERS,1
-76.95049283,38.86627718,EVENING,11/8/2023,23183721,MOTOR VEHICLE THEFT,OTHERS,6
-76.95261513,38.88930091,DAY,11/10/2023,23184712,THEFT/OTHER,OTHERS,6
-77.00840838,38.95347975,DAY,11/10/2023,23184808,THEFT F/AUTO,OTHERS,4
-77.0063967,38.82461656,EVENING,11/10/2023,23184840,THEFT/OTHER,OTHERS,7
-76.971407,38.862471,DAY,11/11/2023,23185181,MOTOR VEHICLE THEFT,OTHERS,6
-76.9602969,38.87696408,EVENING,11/13/2023,23185991,ROBBERY,GUN,6
-76.98293097,38.8966746,MIDNIGHT,11/14/2023,23186040,HOMICIDE,GUN,5
-77.00375292,38.84853633,DAY,11/14/2023,23186732,MOTOR VEHICLE THEFT,OTHERS,7
-77.03649226,38.92299884,DAY,11/14/2023,23186785,ASSAULT W/DANGEROUS WEAPON,KNIFE,3
-76.98918856,38.83218542,DAY,11/14/2023,23186839,THEFT/OTHER,OTHERS,7
-76.95888194,38.89673086,EVENING,11/15/2023,23187054,ROBBERY,OTHERS,6
-77.02885137,38.89832172,MIDNIGHT,11/16/2023,23187411,THEFT/OTHER,OTHERS,0
-77.02091471,38.90252851,DAY,11/16/2023,23187913,THEFT/OTHER,OTHERS,1
-77.02092624,38.91039118,EVENING,11/17/2023,23188256,THEFT F/AUTO,OTHERS,3
-76.94764978,38.89666367,EVENING,11/18/2023,23188793,ROBBERY,GUN,6
-76.96777722,38.87153333,MIDNIGHT,11/18/2023,23188917,MOTOR VEHICLE THEFT,OTHERS,6
-76.99152975,38.90192346,DAY,11/18/2023,23189101,THEFT F/AUTO,OTHERS,1
-76.97828264,38.90020034,EVENING,11/19/2023,23189315,BURGLARY,OTHERS,5
-76.9721691,38.92505197,MIDNIGHT,11/20/2023,23189923,THEFT F/AUTO,OTHERS,5
-76.99186743,38.85934658,DAY,11/20/2023,23190095,THEFT/OTHER,OTHERS,7
-77.06784496,38.9055065,DAY,11/6/2023,23424353,THEFT/OTHER,OTHERS,2
-77.00839022,38.89721173,DAY,11/7/2023,23424417,THEFT/OTHER,OTHERS,1
-77.07109762,38.94397686,MIDNIGHT,11/9/2023,23424497,THEFT F/AUTO,OTHERS,2
-76.99943062,38.92707873,EVENING,11/9/2023,23424561,THEFT/OTHER,OTHERS,0
-77.06375278,38.93731208,DAY,11/16/2023,23424777,THEFT F/AUTO,OTHERS,2
-77.02140113,38.92912085,MIDNIGHT,10/22/2023,23173832,THEFT/OTHER,OTHERS,4
-77.02497905,38.91483816,DAY,10/22/2023,23173855,THEFT F/AUTO,OTHERS,3
-77.00354387,38.90012555,EVENING,10/25/2023,23175894,MOTOR VEHICLE THEFT,OTHERS,1
-77.03390211,38.91410074,MIDNIGHT,10/26/2023,23176022,ROBBERY,GUN,3
-77.03121981,38.9376132,MIDNIGHT,10/26/2023,23176065,ROBBERY,OTHERS,4
-76.99320409,38.89891522,DAY,10/26/2023,23176341,THEFT/OTHER,OTHERS,1
-76.99754985,38.89438446,DAY,10/27/2023,23176899,THEFT F/AUTO,OTHERS,1
-77.03638679,38.9651327,MIDNIGHT,10/28/2023,23177238,ROBBERY,GUN,4
-76.9845818,38.88867999,MIDNIGHT,10/29/2023,23177877,ROBBERY,GUN,1
-77.07838827,38.9324304,EVENING,10/29/2023,23178157,ASSAULT W/DANGEROUS WEAPON,KNIFE,2
-77.00197897,38.93535366,DAY,10/30/2023,23178465,THEFT/OTHER,OTHERS,4
-76.99314249,38.9222244,EVENING,10/31/2023,23179266,THEFT/OTHER,OTHERS,5
-77.00905103,38.91297972,EVENING,11/1/2023,23179861,THEFT F/AUTO,OTHERS,1
-76.94720847,38.90397662,EVENING,11/1/2023,23179874,MOTOR VEHICLE THEFT,OTHERS,6
-77.00746436,38.87556663,MIDNIGHT,11/2/2023,23180068,MOTOR VEHICLE THEFT,OTHERS,1
-77.05565545,38.96750987,DAY,11/2/2023,23180274,MOTOR VEHICLE THEFT,OTHERS,2
-77.03078785,38.91919032,MIDNIGHT,11/3/2023,23180643,THEFT F/AUTO,OTHERS,3
-76.93770201,38.8717309,DAY,10/27/2023,23424127,THEFT F/AUTO,OTHERS,6
-77.02812414,38.94613051,DAY,11/7/2023,23424407,THEFT/OTHER,OTHERS,4
-76.9859926,38.89201579,DAY,11/18/2023,23424784,THEFT/OTHER,OTHERS,1
-77.03169335,38.95929204,DAY,11/18/2023,23424841,THEFT F/AUTO,OTHERS,4
-77.0224361,38.94089396,DAY,11/20/2023,23424918,THEFT F/AUTO,OTHERS,4
-76.91229952,38.89197533,DAY,11/5/2023,23181951,MOTOR VEHICLE THEFT,OTHERS,6
-76.96627731,38.86948408,DAY,11/5/2023,23182021,MOTOR VEHICLE THEFT,OTHERS,6
-77.004475,38.90565142,MIDNIGHT,11/6/2023,23182230,THEFT/OTHER,OTHERS,5
-76.99288061,38.83204546,MIDNIGHT,11/6/2023,23182311,SEX ABUSE,OTHERS,7
-76.97206922,38.87412759,EVENING,11/6/2023,23182577,ASSAULT W/DANGEROUS WEAPON,GUN,6
-76.92005096,38.88975862,EVENING,11/6/2023,23182627,MOTOR VEHICLE THEFT,OTHERS,6
-77.00449548,38.9288068,EVENING,11/7/2023,23182738,ASSAULT W/DANGEROUS WEAPON,KNIFE,4
-77.02765652,38.96555083,MIDNIGHT,11/7/2023,23182889,BURGLARY,OTHERS,4
-77.03394753,38.92642286,MIDNIGHT,11/10/2023,23183164,THEFT F/AUTO,OTHERS,3
-77.02655242,38.98239531,DAY,11/9/2023,23184109,THEFT F/AUTO,OTHERS,4
-76.97569068,38.89330699,DAY,11/9/2023,23184209,SEX ABUSE,OTHERS,5
-76.94818345,38.86534362,EVENING,11/12/2023,23185446,ROBBERY,GUN,6
-76.9958484,38.92447255,EVENING,11/12/2023,23185453,ROBBERY,GUN,5
-77.03325664,38.90965936,MIDNIGHT,11/12/2023,23185557,THEFT/OTHER,OTHERS,2
-76.92446159,38.88976101,DAY,11/12/2023,23185753,SEX ABUSE,OTHERS,6
-76.99375788,38.9215925,EVENING,11/12/2023,23185934,THEFT/OTHER,OTHERS,5
-77.02293595,38.90911504,MIDNIGHT,10/22/2023,23173788,ASSAULT W/DANGEROUS WEAPON,GUN,3
-77.03531154,38.92330287,MIDNIGHT,10/22/2023,23173908,ROBBERY,GUN,3
-77.06558249,38.91164662,DAY,10/22/2023,23173959,BURGLARY,OTHERS,2
-77.04009335,38.90724929,EVENING,10/23/2023,23174278,THEFT F/AUTO,OTHERS,2
-76.99897573,38.90564997,EVENING,10/23/2023,23174706,MOTOR VEHICLE THEFT,OTHERS,5
-77.03195303,38.91700558,MIDNIGHT,10/24/2023,23174969,ROBBERY,KNIFE,3
-77.03858931,38.93126528,EVENING,10/24/2023,23175031,THEFT/OTHER,OTHERS,3
-77.04087789,38.92387768,DAY,10/24/2023,23175111,THEFT/OTHER,OTHERS,3
-77.01311321,38.90076716,EVENING,10/24/2023,23175255,THEFT/OTHER,OTHERS,1
-76.98221368,38.89405982,MIDNIGHT,10/25/2023,23175501,ROBBERY,OTHERS,5
-77.03848522,38.91298832,DAY,10/25/2023,23175566,THEFT/OTHER,OTHERS,3
-77.07993962,38.94836485,DAY,10/25/2023,23175640,ROBBERY,OTHERS,2
-77.05233789,38.90725039,EVENING,10/26/2023,23176003,THEFT F/AUTO,OTHERS,2
-77.01217569,38.87139697,MIDNIGHT,10/27/2023,23176696,SEX ABUSE,OTHERS,1
-76.98551451,38.8834787,DAY,10/27/2023,23176745,THEFT/OTHER,OTHERS,1
-77.0106955,38.8677715,EVENING,10/28/2023,23177139,THEFT/OTHER,OTHERS,1
-77.03349342,38.90565373,DAY,10/28/2023,23177403,THEFT/OTHER,OTHERS,2
-77.03457116,38.90611005,DAY,10/28/2023,23177489,THEFT/OTHER,OTHERS,2
-77.01803146,38.97298361,MIDNIGHT,10/29/2023,23177698,ROBBERY,GUN,4
-77.04771829,38.90964462,DAY,10/29/2023,23177925,THEFT/OTHER,OTHERS,2
-76.94696715,38.89335727,EVENING,10/30/2023,23178235,THEFT/OTHER,OTHERS,6
-76.98690852,38.90020649,MIDNIGHT,10/30/2023,23178326,ROBBERY,GUN,1
-77.02970995,38.92814388,EVENING,11/13/2023,23186375,THEFT/OTHER,OTHERS,3
-76.97716169,38.92129532,EVENING,11/13/2023,23186478,MOTOR VEHICLE THEFT,OTHERS,5
-77.02397107,38.89671807,DAY,11/14/2023,23186857,THEFT F/AUTO,OTHERS,1
-77.03649202,38.92185595,DAY,11/14/2023,23186863,MOTOR VEHICLE THEFT,OTHERS,3
-76.95221982,38.86367928,DAY,11/15/2023,23187306,THEFT F/AUTO,OTHERS,6
-77.03273216,38.92952468,EVENING,11/15/2023,23187605,THEFT/OTHER,OTHERS,3
-76.96244504,38.85430545,EVENING,11/16/2023,23188040,THEFT/OTHER,OTHERS,6
-77.01588051,38.92219992,DAY,11/17/2023,23188386,ASSAULT W/DANGEROUS WEAPON,OTHERS,3
-76.9986028,38.9098593,DAY,11/17/2023,23188519,MOTOR VEHICLE THEFT,OTHERS,5
-77.03196162,38.89784049,DAY,11/17/2023,23188543,THEFT F/AUTO,OTHERS,2
-77.00277417,38.91899301,EVENING,11/20/2023,23189790,THEFT F/AUTO,OTHERS,5
-76.97776911,38.84631627,MIDNIGHT,11/20/2023,23189867,THEFT/OTHER,OTHERS,7
-77.00291823,38.87476932,DAY,11/20/2023,23190071,THEFT F/AUTO,OTHERS,1
-77.04157913,38.92581612,EVENING,11/20/2023,23190245,ROBBERY,GUN,3
-77.00586628,38.87556636,EVENING,11/21/2023,23190391,THEFT/OTHER,OTHERS,1
-77.02715752,38.92724854,DAY,10/30/2023,23178446,MOTOR VEHICLE THEFT,OTHERS,3
-77.02731116,38.96945967,DAY,10/31/2023,23179005,THEFT/OTHER,OTHERS,4
-76.98919147,38.92446294,DAY,10/31/2023,23179057,THEFT/OTHER,OTHERS,5
-76.99496621,38.89812807,DAY,10/31/2023,23179080,THEFT/OTHER,OTHERS,1
-77.03273785,38.93161443,DAY,11/2/2023,23180159,THEFT F/AUTO,OTHERS,4
