X,Y,SHIFT,REPORT_DAT,CCN,OFFENSE,METHOD,DISTRICT
-77.04087789,38.92387768,EVENING,11/14/2023,23186772,THEFT/OTHER,OTHERS,3
-77.01829349,38.90133192,DAY,11/14/2023,23186950,THEFT F/AUTO,OTHERS,1
-76.9632221,38.92582259,DAY,11/16/2023,23187885,THEFT F/AUTO,OTHERS,5
-77.0249879,38.90685361,DAY,11/10/2023,23424607,THEFT/OTHER,OTHERS,3
-76.99320529,38.88760106,DAY,11/10/2023,23424610,THEFT/OTHER,OTHERS,1
-77.02191821,38.90644939,DAY,11/12/2023,23424664,THEFT/OTHER,OTHERS,3
-77.03646233,38.93213761,DAY,11/18/2023,23424852,THEFT/OTHER,OTHERS,3
-76.99306966,38.94180422,MIDNIGHT,11/12/2023,23185539,MOTOR VEHICLE THEFT,OTHERS,4
-77.0014018,38.95833712,DAY,11/13/2023,23186283,THEFT/OTHER,OTHERS,4
-77.03195157,38.90884555,EVENING,11/15/2023,23187548,THEFT F/AUTO,OTHERS,3
-76.93288723,38.87735405,DAY,11/18/2023,23189048,THEFT/OTHER,OTHERS,6
-77.01755223,38.90374159,EVENING,11/18/2023,23189209,THEFT/OTHER,OTHERS,1
-76.991562,38.92855489,EVENING,11/11/2023,23185379,MOTOR VEHICLE THEFT,OTHERS,5
-77.00746436,38.87556663,MIDNIGHT,11/12/2023,23185663,THEFT/OTHER,OTHERS,1
-76.98690852,38.90020649,MIDNIGHT,11/13/2023,23186170,ROBBERY,GUN,1
-77.0270403,38.92377441,EVENING,10/28/2023,23177191,ROBBERY,OTHERS,3
-77.00754398,38.91259967,DAY,11/13/2023,23186363,THEFT/OTHER,OTHERS,5
-77.03081254,38.92029393,EVENING,11/15/2023,23187026,ROBBERY,GUN,3
-76.98745068,38.83336497,EVENING,11/15/2023,23187103,ASSAULT W/DANGEROUS WEAPON,GUN,7
-77.03273216,38.92952468,EVENING,11/15/2023,23187534,THEFT/OTHER,OTHERS,3
-76.95805787,38.88979484,MIDNIGHT,11/16/2023,23187756,ROBBERY,OTHERS,6
-77.00889225,38.82360909,MIDNIGHT,11/17/2023,23188285,MOTOR VEHICLE THEFT,OTHERS,7
-76.98231519,38.85241093,MIDNIGHT,11/19/2023,23189352,ASSAULT W/DANGEROUS WEAPON,GUN,7
-76.98038889,38.89962291,EVENING,11/8/2023,23183056,THEFT/OTHER,OTHERS,5
-77.02756186,38.90965418,DAY,11/10/2023,23184820,THEFT/OTHER,OTHERS,3
-77.02650852,38.91498169,DAY,11/11/2023,23185305,THEFT/OTHER,OTHERS,3
-77.02795704,38.95568977,EVENING,11/13/2023,23186013,ASSAULT W/DANGEROUS WEAPON,GUN,4
-77.04414897,38.90937262,DAY,11/12/2023,23185750,ROBBERY,GUN,2
-76.9967955,38.84327748,EVENING,11/15/2023,23187096,ROBBERY,OTHERS,7
-77.01755158,38.90857971,DAY,11/15/2023,23187303,THEFT/OTHER,OTHERS,3
-77.00747812,38.90252357,DAY,11/17/2023,23188429,MOTOR VEHICLE THEFT,OTHERS,5
-77.01060512,38.91557399,DAY,11/17/2023,23188476,THEFT F/AUTO,OTHERS,3
-76.96874265,38.87512168,MIDNIGHT,11/18/2023,23188971,ASSAULT W/DANGEROUS WEAPON,KNIFE,6
-77.00705235,38.8256085,EVENING,11/19/2023,23189303,ROBBERY,GUN,7
-77.00905531,38.90765056,DAY,11/19/2023,23189625,MOTOR VEHICLE THEFT,OTHERS,0
-77.00004956,38.91994883,DAY,11/7/2023,23183035,ASSAULT W/DANGEROUS WEAPON,KNIFE,5
-77.03273502,38.93476013,MIDNIGHT,11/8/2023,23183377,ROBBERY,KNIFE,4
-77.00053907,38.87434209,EVENING,11/10/2023,23184432,THEFT/OTHER,OTHERS,1
-76.98261077,38.90128315,EVENING,11/15/2023,23187094,THEFT/OTHER,OTHERS,5
-76.99497645,38.88323872,EVENING,11/15/2023,23187457,THEFT/OTHER,OTHERS,1
-76.95805787,38.88979484,MIDNIGHT,11/16/2023,23187802,ROBBERY,OTHERS,6
-77.05190543,38.9242076,EVENING,11/16/2023,23188107,THEFT/OTHER,OTHERS,2
-77.02756239,38.9170067,EVENING,11/4/2023,23181544,THEFT F/AUTO,OTHERS,3
-77.04771829,38.90964462,EVENING,11/6/2023,23182173,ASSAULT W/DANGEROUS WEAPON,KNIFE,2
-77.04030159,38.9256427,DAY,11/9/2023,23424513,THEFT/OTHER,OTHERS,3
-76.99265161,38.89279959,DAY,11/9/2023,23424556,THEFT/OTHER,OTHERS,1
-77.02885721,38.89734674,DAY,11/10/2023,23424605,THEFT/OTHER,OTHERS,2
-77.04008268,38.92969733,DAY,11/12/2023,23424653,THEFT/OTHER,OTHERS,3
-77.04168568,38.90607134,DAY,11/12/2023,23424657,THEFT/OTHER,OTHERS,2
-77.03718485,38.93358069,DAY,11/18/2023,23424862,THEFT/OTHER,OTHERS,3
-77.05140687,38.90625961,DAY,11/19/2023,23424899,THEFT/OTHER,OTHERS,2
-76.98467013,38.86488277,EVENING,11/16/2023,23188103,THEFT F/AUTO,OTHERS,7
-77.02217281,38.9347336,MIDNIGHT,11/17/2023,23188322,MOTOR VEHICLE THEFT,OTHERS,4
-76.98550834,38.89037468,MIDNIGHT,11/4/2023,23181147,ASSAULT W/DANGEROUS WEAPON,GUN,1
-77.05824917,38.93075852,MIDNIGHT,11/5/2023,23181688,ROBBERY,OTHERS,2
-77.05927851,38.91161882,DAY,11/6/2023,23182460,THEFT/OTHER,OTHERS,2
-77.03195248,38.90804633,DAY,11/7/2023,23182952,MOTOR VEHICLE THEFT,OTHERS,3
-77.0241728,38.93550504,EVENING,11/9/2023,23183913,MOTOR VEHICLE THEFT,OTHERS,4
-77.02294501,38.91614875,DAY,11/9/2023,23184295,THEFT/OTHER,OTHERS,3
-77.02592666,38.94346763,DAY,11/10/2023,23184781,THEFT/OTHER,GUN,4
-76.93047694,38.8897707,MIDNIGHT,11/11/2023,23185104,THEFT/OTHER,OTHERS,6
-77.00204106,38.90469544,EVENING,11/12/2023,23185495,THEFT/OTHER,OTHERS,5
-76.99919627,38.90707663,EVENING,11/14/2023,23187012,MOTOR VEHICLE THEFT,OTHERS,5
-77.0224361,38.94089396,DAY,10/31/2023,23424199,THEFT/OTHER,OTHERS,4
-77.00587661,38.8770132,DAY,11/1/2023,23424207,THEFT F/AUTO,OTHERS,1
-77.01059767,38.92131067,DAY,11/10/2023,23424621,THEFT/OTHER,OTHERS,3
-77.02784844,38.93580149,DAY,11/18/2023,23424787,THEFT/OTHER,OTHERS,4
-76.99179589,38.86242224,EVENING,11/9/2023,23184431,THEFT F/AUTO,OTHERS,7
-76.99030825,38.9201648,EVENING,11/10/2023,23184911,THEFT/OTHER,OTHERS,0
-77.01986468,38.95592168,EVENING,11/12/2023,23185838,MOTOR VEHICLE THEFT,OTHERS,4
-77.00076324,38.90886929,EVENING,11/13/2023,23185948,ROBBERY,GUN,5
-77.00373001,38.87515576,DAY,11/17/2023,23186387,THEFT/OTHER,OTHERS,1
-77.058879,38.93620283,DAY,11/14/2023,23186735,THEFT/OTHER,OTHERS,2
-77.02349007,38.93083581,EVENING,11/15/2023,23187045,THEFT/OTHER,OTHERS,4
-77.03418434,38.95515879,MIDNIGHT,11/17/2023,23188327,ROBBERY,OTHERS,4
-76.98293212,38.89478402,EVENING,11/18/2023,23188712,ROBBERY,GUN,5
-77.02295399,38.91932446,MIDNIGHT,11/19/2023,23189485,HOMICIDE,GUN,3
-77.03272826,38.9466672,EVENING,11/20/2023,23189794,THEFT/OTHER,OTHERS,4
-76.9807438,38.92755999,DAY,11/18/2023,23189055,MOTOR VEHICLE THEFT,OTHERS,5
-77.02624078,38.93974822,DAY,11/2/2023,23424220,THEFT F/AUTO,OTHERS,4
-76.99376391,38.88028503,DAY,11/7/2023,23424405,THEFT/OTHER,OTHERS,1
-76.98760088,38.85793215,DAY,11/14/2023,23424701,THEFT/OTHER,OTHERS,7
-77.06688613,38.90370421,DAY,11/19/2023,23424895,THEFT F/AUTO,OTHERS,2
-76.98727118,38.91193342,DAY,11/16/2023,23424768,THEFT/OTHER,OTHERS,5
-77.02731116,38.96945967,DAY,10/24/2023,23175099,THEFT/OTHER,OTHERS,4
-77.04008048,38.91039582,DAY,10/22/2023,23424073,THEFT/OTHER,OTHERS,2
-77.00350807,38.91297614,DAY,11/12/2023,23424636,THEFT/OTHER,OTHERS,5
-77.02124708,38.94044287,MIDNIGHT,11/15/2023,23424728,THEFT/OTHER,OTHERS,4
-77.03180342,38.93602353,DAY,11/16/2023,23424758,THEFT F/AUTO,OTHERS,4
-76.92418756,38.89381578,DAY,10/22/2023,23174073,THEFT F/AUTO,OTHERS,6
-77.01733418,38.91591676,DAY,11/19/2023,23189575,THEFT F/AUTO,OTHERS,3
-76.93858826,38.89113298,EVENING,10/27/2023,23176525,THEFT/OTHER,OTHERS,6
-77.058879,38.93620283,DAY,10/28/2023,23177404,THEFT/OTHER,OTHERS,2
-76.99616636,38.8941902,EVENING,10/28/2023,23177565,THEFT/OTHER,OTHERS,1
-77.00130256,38.91950714,EVENING,11/1/2023,23179421,ASSAULT W/DANGEROUS WEAPON,GUN,5
-77.03195412,38.91865635,DAY,11/2/2023,23180300,THEFT/OTHER,OTHERS,3
-77.03230978,38.97168344,EVENING,11/3/2023,23180419,MOTOR VEHICLE THEFT,OTHERS,4
-77.07439496,38.93610012,DAY,11/3/2023,23180758,THEFT/OTHER,OTHERS,2
-76.99243055,38.9229806,DAY,11/4/2023,23181312,THEFT F/AUTO,OTHERS,5
-77.02762812,38.92919782,EVENING,11/19/2023,23189217,ROBBERY,KNIFE,3
-76.99556751,38.89612464,DAY,11/18/2023,23424782,THEFT/OTHER,OTHERS,1
-76.994965,38.92991201,DAY,10/25/2023,23175592,BURGLARY,OTHERS,5
-77.00057108,38.92756959,EVENING,10/30/2023,23178644,BURGLARY,OTHERS,5
-76.98155566,38.84654551,MIDNIGHT,11/1/2023,23179463,THEFT/OTHER,OTHERS,7
-77.01755511,38.89481827,EVENING,11/1/2023,23179799,THEFT/OTHER,OTHERS,1
-76.97266548,38.86982995,DAY,11/2/2023,23180153,ROBBERY,GUN,6
-76.92589131,38.89975048,EVENING,11/4/2023,23181469,THEFT/OTHER,OTHERS,6
-76.99496306,38.9002108,DAY,11/7/2023,23182980,THEFT/OTHER,OTHERS,1
-76.9936731,38.84640374,DAY,10/22/2023,23173999,MOTOR VEHICLE THEFT,OTHERS,7
-77.05800859,38.97683613,EVENING,10/22/2023,23174191,THEFT F/AUTO,OTHERS,2
-77.04085865,38.90520683,DAY,10/23/2023,23174495,THEFT/OTHER,OTHERS,2
-77.02808407,38.91558118,DAY,10/23/2023,23174558,THEFT F/AUTO,OTHERS,3
-77.01066661,38.91811334,EVENING,10/27/2023,23177080,MOTOR VEHICLE THEFT,OTHERS,3
-76.94764978,38.89666367,DAY,10/29/2023,23178034,THEFT/OTHER,GUN,6
-77.05808284,38.93483207,EVENING,10/29/2023,23178171,THEFT/OTHER,OTHERS,2
-76.98392992,38.91476496,MIDNIGHT,10/30/2023,23178306,MOTOR VEHICLE THEFT,OTHERS,5
-77.00512981,38.90990244,DAY,10/30/2023,23178451,MOTOR VEHICLE THEFT,OTHERS,5
-76.98955263,38.93725234,DAY,10/31/2023,23179090,BURGLARY,OTHERS,5
-77.04006602,38.93145369,DAY,11/1/2023,23179598,MOTOR VEHICLE THEFT,OTHERS,3
-77.0628545,38.90644616,EVENING,11/1/2023,23179857,THEFT/OTHER,OTHERS,2
-77.00449548,38.9288068,EVENING,10/31/2023,23179299,MOTOR VEHICLE THEFT,OTHERS,4
-76.94764978,38.89666367,MIDNIGHT,11/1/2023,23179529,ASSAULT W/DANGEROUS WEAPON,GUN,6
-77.02191749,38.90034939,DAY,11/2/2023,23180187,THEFT/OTHER,OTHERS,1
-76.9984477,38.92684793,MIDNIGHT,11/3/2023,23180594,ROBBERY,GUN,5
-77.01907238,38.93938414,EVENING,11/4/2023,23180973,BURGLARY,OTHERS,4
-77.01454841,38.94219664,EVENING,11/3/2023,23181028,THEFT/OTHER,OTHERS,4
-77.01063887,38.91147402,EVENING,11/6/2023,23182094,THEFT/OTHER,OTHERS,3
-76.95655705,38.92643458,EVENING,10/29/2023,23178101,ROBBERY,GUN,5
-76.9986028,38.9098593,EVENING,10/23/2023,23174269,MOTOR VEHICLE THEFT,OTHERS,5
-76.91570045,38.88795011,MIDNIGHT,10/23/2023,23174331,ASSAULT W/DANGEROUS WEAPON,GUN,6
-76.96756045,38.85572556,EVENING,10/31/2023,23179276,ASSAULT W/DANGEROUS WEAPON,GUN,7
-76.92387592,38.89900428,EVENING,11/1/2023,23179928,THEFT F/AUTO,OTHERS,6
-77.03273216,38.92952468,DAY,11/3/2023,23180764,THEFT/OTHER,OTHERS,3
-77.01454841,38.94219664,EVENING,11/4/2023,23181088,MOTOR VEHICLE THEFT,OTHERS,4
-77.00057434,38.90373453,DAY,10/30/2023,23178436,MOTOR VEHICLE THEFT,OTHERS,5
-76.99556645,38.90021164,DAY,10/30/2023,23178432,THEFT F/AUTO,OTHERS,1
-76.98518396,38.90992314,DAY,11/8/2023,23183443,THEFT/OTHER,OTHERS,5
-76.99320351,38.90021,EVENING,11/17/2023,23188208,THEFT/OTHER,OTHERS,1
-76.9509734,38.89268783,DAY,11/17/2023,23188437,MOTOR VEHICLE THEFT,OTHERS,6
-77.03981175,38.90611028,DAY,10/23/2023,23174513,THEFT F/AUTO,OTHERS,2
-77.05329845,38.90624165,EVENING,10/25/2023,23175799,THEFT F/AUTO,OTHERS,2
-77.06213274,38.90681283,DAY,10/26/2023,23176208,THEFT F/AUTO,OTHERS,2
-77.02720446,38.93510134,EVENING,10/26/2023,23176451,ASSAULT W/DANGEROUS WEAPON,OTHERS,4
-77.01215766,38.91518495,DAY,10/31/2023,23179118,THEFT/OTHER,OTHERS,0
-76.99989621,38.83164167,EVENING,11/1/2023,23179273,ROBBERY,GUN,7
-77.0284596,38.91811937,EVENING,11/2/2023,23179519,THEFT F/AUTO,OTHERS,3
-77.05190543,38.9242076,MIDNIGHT,11/2/2023,23180104,BURGLARY,OTHERS,2
-77.0013289,38.9407518,DAY,11/3/2023,23180756,MOTOR VEHICLE THEFT,OTHERS,0
-77.04668409,38.89532392,MIDNIGHT,11/13/2023,23186159,ASSAULT W/DANGEROUS WEAPON,OTHERS,2
-76.9856093,38.90930684,DAY,11/14/2023,23186874,BURGLARY,OTHERS,5
-77.02837726,38.92475988,EVENING,10/28/2023,23173731,THEFT/OTHER,OTHERS,3
-77.04418377,38.90134464,EVENING,10/26/2023,23175944,THEFT/OTHER,OTHERS,2
-76.999549,38.84402721,MIDNIGHT,10/29/2023,23177781,ASSAULT W/DANGEROUS WEAPON,GUN,7
-76.93138412,38.88401954,MIDNIGHT,10/31/2023,23178963,THEFT F/AUTO,OTHERS,6
-77.00747637,38.90565019,DAY,10/31/2023,23178997,THEFT/OTHER,OTHERS,5
-77.00042859,38.87929004,DAY,10/31/2023,23179023,THEFT F/AUTO,OTHERS,1
-77.03324381,38.91700459,EVENING,11/1/2023,23179409,THEFT/OTHER,OTHERS,3
-77.02245111,38.97060746,EVENING,11/4/2023,23181560,THEFT/OTHER,OTHERS,4
-76.93126383,38.87759209,EVENING,11/6/2023,23181839,THEFT F/AUTO,OTHERS,6
-76.99265152,38.89812858,DAY,11/5/2023,23181861,MOTOR VEHICLE THEFT,OTHERS,1
-77.02041434,38.92700263,MIDNIGHT,11/7/2023,23182851,ROBBERY,GUN,3
-76.96404295,38.85314121,DAY,11/9/2023,23184180,ROBBERY,GUN,7
-77.00501805,38.87648904,DAY,11/9/2023,23184286,THEFT F/AUTO,OTHERS,1
-77.08030055,38.94925444,EVENING,11/13/2023,23186427,THEFT/OTHER,OTHERS,2
-77.08396396,38.93582627,DAY,11/16/2023,23187941,MOTOR VEHICLE THEFT,OTHERS,2
-77.02962367,38.91700673,EVENING,11/17/2023,23188618,THEFT F/AUTO,OTHERS,3
-77.03195469,38.91298543,MIDNIGHT,11/19/2023,23189222,THEFT/OTHER,OTHERS,3
-77.00373001,38.87515576,EVENING,11/19/2023,23189331,THEFT/OTHER,OTHERS,1
-77.01435932,38.91573511,MIDNIGHT,11/19/2023,23189420,THEFT F/AUTO,OTHERS,3
-76.93578476,38.90671631,MIDNIGHT,11/20/2023,23189697,MOTOR VEHICLE THEFT,OTHERS,6
-77.02032425,38.93217567,DAY,11/9/2023,23184107,MOTOR VEHICLE THEFT,OTHERS,4
-77.07103891,38.91967437,EVENING,11/10/2023,23184883,THEFT/OTHER,OTHERS,2
-76.99024621,38.89319569,EVENING,11/12/2023,23185863,MOTOR VEHICLE THEFT,OTHERS,1
-77.08529059,38.95991976,DAY,11/15/2023,23187379,THEFT/OTHER,OTHERS,2
-77.01905626,38.93044106,EVENING,11/15/2023,23187624,THEFT/OTHER,OTHERS,4
-77.00899955,38.83256873,DAY,11/16/2023,23187841,THEFT/OTHER,OTHERS,7
-76.99265152,38.89812858,EVENING,10/22/2023,23174212,ROBBERY,GUN,1
-77.06398436,38.90862575,DAY,10/24/2023,23174981,THEFT/OTHER,OTHERS,2
-76.99217164,38.93676015,MIDNIGHT,10/25/2023,23175468,ASSAULT W/DANGEROUS WEAPON,GUN,5
-77.007472,38.90790804,DAY,10/26/2023,23176202,ROBBERY,OTHERS,5
-76.99438632,38.88395238,DAY,10/27/2023,23176782,MOTOR VEHICLE THEFT,OTHERS,1
-77.01367634,38.90964852,EVENING,10/30/2023,23178660,MOTOR VEHICLE THEFT,OTHERS,3
-76.99585557,38.88455213,EVENING,10/31/2023,23178728,THEFT/OTHER,OTHERS,1
-76.9486391,38.90176555,DAY,10/31/2023,23179011,MOTOR VEHICLE THEFT,OTHERS,6
-77.02090793,38.90181965,MIDNIGHT,11/15/2023,23187224,MOTOR VEHICLE THEFT,OTHERS,1
-76.96145425,38.88324188,DAY,11/15/2023,23187460,MOTOR VEHICLE THEFT,OTHERS,6
-77.02969659,38.95782106,EVENING,11/16/2023,23187615,BURGLARY,GUN,4
-77.02192044,38.91483787,MIDNIGHT,11/18/2023,23188901,ROBBERY,OTHERS,3
-77.00540126,38.87991429,EVENING,10/29/2023,23177676,ROBBERY,GUN,1
-76.96674541,38.84978148,DAY,10/30/2023,23178470,THEFT F/AUTO,OTHERS,7
-77.02731116,38.96945967,EVENING,11/3/2023,23180905,THEFT/OTHER,OTHERS,4
-77.03273216,38.92952468,EVENING,11/4/2023,23181050,THEFT/OTHER,OTHERS,3
-76.94811283,38.88288511,DAY,11/6/2023,23182337,THEFT/OTHER,OTHERS,6
-77.05808284,38.93483207,DAY,11/7/2023,23183068,THEFT/OTHER,OTHERS,2
-77.04359071,38.92561981,DAY,10/22/2023,23174011,THEFT F/AUTO,OTHERS,3
-77.05808284,38.93483207,EVENING,10/23/2023,23174488,THEFT/OTHER,OTHERS,2
-76.94880173,38.89089303,EVENING,10/24/2023,23174803,THEFT/OTHER,OTHERS,6
-76.93166937,38.90062721,EVENING,10/24/2023,23174864,ROBBERY,GUN,6
-77.0280867,38.91756248,MIDNIGHT,10/26/2023,23176132,THEFT F/AUTO,OTHERS,3
-77.02599374,38.89869317,DAY,10/26/2023,23176180,THEFT F/AUTO,OTHERS,2
-77.05163139,38.90091315,DAY,10/27/2023,23176738,THEFT/OTHER,OTHERS,2
-77.05163139,38.90091315,MIDNIGHT,11/8/2023,23183409,THEFT/OTHER,OTHERS,2
-77.05808284,38.93483207,DAY,11/8/2023,23183665,THEFT/OTHER,OTHERS,2
-77.02506106,38.91557953,EVENING,11/12/2023,23185476,ROBBERY,GUN,3
-76.99952246,38.87701113,DAY,11/13/2023,23186339,THEFT F/AUTO,OTHERS,1
-76.98007376,38.91719616,DAY,11/15/2023,23187285,MOTOR VEHICLE THEFT,OTHERS,5
-76.99919627,38.90707663,DAY,11/15/2023,23187483,MOTOR VEHICLE THEFT,OTHERS,5
-76.99339773,38.85698665,MIDNIGHT,11/16/2023,23187769,THEFT/OTHER,OTHERS,7
-76.97511483,38.91729421,MIDNIGHT,11/16/2023,23188165,HOMICIDE,GUN,5
-77.01048717,38.97207785,DAY,11/17/2023,23188511,ROBBERY,GUN,4
-76.9280307,38.90607238,EVENING,11/9/2023,23183813,THEFT/OTHER,OTHERS,6
-77.03858478,38.93184794,EVENING,11/6/2023,23181703,THEFT/OTHER,OTHERS,3
-76.93785709,38.8903722,MIDNIGHT,11/6/2023,23182195,THEFT/OTHER,GUN,6
-77.09869606,38.93263167,EVENING,11/8/2023,23183759,THEFT F/AUTO,OTHERS,2
-76.98780698,38.83236981,EVENING,10/23/2023,23174809,BURGLARY,OTHERS,7
-77.03272567,38.93071531,EVENING,10/25/2023,23175761,THEFT/OTHER,OTHERS,3
-76.93521125,38.87275044,EVENING,10/28/2023,23177586,THEFT/OTHER,OTHERS,6
-76.93728821,38.87330363,EVENING,10/28/2023,23177606,THEFT/OTHER,OTHERS,6
-77.00747812,38.90252357,DAY,10/29/2023,23178040,MOTOR VEHICLE THEFT,OTHERS,5
-77.00747637,38.90565019,EVENING,10/31/2023,23179233,ASSAULT W/DANGEROUS WEAPON,OTHERS,0
-77.01753159,38.97405935,MIDNIGHT,11/1/2023,23179561,ROBBERY,GUN,4
-77.00130693,38.90021235,EVENING,11/2/2023,23179974,MOTOR VEHICLE THEFT,OTHERS,1
-77.05141299,38.90450812,EVENING,11/2/2023,23180463,THEFT F/AUTO,OTHERS,2
-77.0034228,38.96444702,EVENING,11/3/2023,23180878,THEFT/OTHER,OTHERS,4
-77.02660825,38.98448484,EVENING,11/4/2023,23180992,THEFT/OTHER,OTHERS,4
-77.02340307,38.94300874,DAY,11/5/2023,23181966,ROBBERY,GUN,4
-77.04045421,38.92043449,EVENING,11/5/2023,23182061,THEFT/OTHER,OTHERS,3
-77.03121924,38.93868564,DAY,11/6/2023,23182398,THEFT F/AUTO,OTHERS,4
-77.02449953,38.88003273,EVENING,11/8/2023,23183237,THEFT/OTHER,OTHERS,1
-77.05696425,38.92945169,EVENING,11/8/2023,23183459,MOTOR VEHICLE THEFT,OTHERS,2
-76.98191908,38.90075083,EVENING,10/22/2023,23174140,THEFT/OTHER,OTHERS,5
-77.02527823,38.87928586,EVENING,10/23/2023,23174675,THEFT/OTHER,OTHERS,1
-77.058879,38.93620283,DAY,10/26/2023,23176346,THEFT/OTHER,OTHERS,2
-77.03273216,38.92952468,DAY,10/28/2023,23177482,THEFT/OTHER,OTHERS,3
-77.03966944,38.90315162,MIDNIGHT,10/29/2023,23177914,MOTOR VEHICLE THEFT,OTHERS,2
-77.03118411,38.98178773,DAY,10/30/2023,23178536,THEFT F/AUTO,OTHERS,4
-76.96583972,38.86032036,EVENING,10/30/2023,23178597,THEFT/OTHER,OTHERS,6
-76.98076771,38.89830938,DAY,11/1/2023,23179730,THEFT/OTHER,OTHERS,5
-77.08768773,38.91202408,EVENING,11/18/2023,23188758,THEFT F/AUTO,OTHERS,2
-77.0189666,38.97361764,DAY,11/7/2023,23183078,THEFT F/AUTO,OTHERS,4
-76.98890736,38.90642003,DAY,11/8/2023,23183450,THEFT F/AUTO,OTHERS,5
-76.97726122,38.88867844,EVENING,11/6/2023,23182161,ROBBERY,GUN,1
-76.9990354,38.95255914,DAY,11/7/2023,23182914,MOTOR VEHICLE THEFT,OTHERS,4
-77.03325629,38.91113448,DAY,11/19/2023,23189528,THEFT/OTHER,OTHERS,2
-77.00130926,38.90133308,EVENING,11/4/2023,23424298,THEFT/OTHER,OTHERS,5
-77.033649,38.89379184,MIDNIGHT,11/14/2023,23424683,THEFT F/AUTO,OTHERS,2
-77.00772758,38.9172703,DAY,11/18/2023,23424785,THEFT/OTHER,OTHERS,5
-77.02506106,38.91557953,DAY,11/18/2023,23424813,THEFT/OTHER,OTHERS,3
-77.02463676,38.9170042,DAY,11/18/2023,23424864,THEFT/OTHER,OTHERS,3
-77.00471623,38.88392758,DAY,11/9/2023,23184189,THEFT F/AUTO,OTHERS,1
-77.01531389,38.90685339,DAY,11/18/2023,23424834,THEFT/OTHER,OTHERS,3
-76.95851571,38.89477738,EVENING,11/13/2023,23186461,ROBBERY,OTHERS,6
-77.05141813,38.90205505,DAY,11/14/2023,23186758,THEFT F/AUTO,OTHERS,2
-77.04174163,38.92307185,DAY,11/15/2023,23187281,THEFT/OTHER,OTHERS,3
-77.01064972,38.87380669,DAY,11/17/2023,23188522,MOTOR VEHICLE THEFT,OTHERS,1
-76.999549,38.84402721,DAY,11/18/2023,23189012,MOTOR VEHICLE THEFT,OTHERS,7
-76.95970806,38.8763992,EVENING,11/19/2023,23189327,ROBBERY,GUN,6
-77.01603424,38.90891792,DAY,10/24/2023,23424100,THEFT/OTHER,OTHERS,3
-77.04881506,38.90451815,EVENING,10/28/2023,23424146,THEFT/OTHER,OTHERS,2
-77.01941556,38.90858022,DAY,11/2/2023,23424214,THEFT/OTHER,OTHERS,3
-76.99375648,38.90192531,DAY,11/6/2023,23424338,THEFT/OTHER,OTHERS,1
-77.03348451,38.94240949,DAY,11/9/2023,23184215,THEFT F/AUTO,OTHERS,4
-77.08515978,38.90847648,EVENING,10/26/2023,23424120,THEFT/OTHER,OTHERS,2
-77.07462187,38.92588788,DAY,11/3/2023,23424273,THEFT/OTHER,OTHERS,2
-77.03519261,38.93584996,DAY,11/7/2023,23424399,THEFT/OTHER,OTHERS,4
-76.99153123,38.8846091,DAY,11/10/2023,23424582,THEFT/OTHER,OTHERS,1
-76.98710083,38.92052041,DAY,11/18/2023,23424783,THEFT F/AUTO,OTHERS,5
-77.01312371,38.91335174,EVENING,10/29/2023,23424172,THEFT/OTHER,OTHERS,3
-77.03649226,38.92299884,DAY,11/8/2023,23424467,THEFT/OTHER,OTHERS,3
-77.01996762,38.95807923,DAY,11/18/2023,23424859,THEFT/OTHER,OTHERS,4
-77.02651085,38.89735568,DAY,10/27/2023,23176908,THEFT/OTHER,OTHERS,2
-77.02497743,38.90724602,EVENING,10/29/2023,23178013,THEFT/OTHER,OTHERS,3
-77.02294704,38.91671862,EVENING,11/9/2023,23184377,THEFT F/AUTO,OTHERS,3
-76.97409213,38.87179938,DAY,11/10/2023,23184671,ROBBERY,GUN,6
-77.0425162,38.9106426,DAY,11/9/2023,23184196,THEFT/OTHER,OTHERS,2
-77.04236279,38.9243182,EVENING,11/5/2023,23424329,THEFT/OTHER,OTHERS,3
-77.02124708,38.94044287,DAY,11/18/2023,23424802,THEFT/OTHER,OTHERS,4
-77.058879,38.93620283,DAY,11/9/2023,23184087,THEFT/OTHER,OTHERS,2
-76.94841418,38.90000296,DAY,11/11/2023,23185292,MOTOR VEHICLE THEFT,OTHERS,6
-77.02495032,38.89832037,MIDNIGHT,11/13/2023,23186079,THEFT F/AUTO,OTHERS,2
-77.03325664,38.90965936,MIDNIGHT,10/23/2023,23174335,THEFT/OTHER,OTHERS,2
-76.98928159,38.88760284,EVENING,10/23/2023,23174747,THEFT F/AUTO,OTHERS,1
-76.9903404,38.85642622,EVENING,10/25/2023,23175391,ASSAULT W/DANGEROUS WEAPON,GUN,7
-77.08529059,38.95991976,EVENING,10/25/2023,23175849,THEFT/OTHER,OTHERS,2
-77.01179008,38.90132519,EVENING,11/1/2023,23176148,THEFT F/AUTO,OTHERS,1
-77.044741,38.92460324,EVENING,11/6/2023,23182144,MOTOR VEHICLE THEFT,OTHERS,3
-77.02345841,38.90858218,DAY,11/6/2023,23182352,BURGLARY,OTHERS,3
-77.03647037,38.92981571,MIDNIGHT,11/8/2023,23183358,BURGLARY,OTHERS,3
-77.03325664,38.90965936,MIDNIGHT,11/8/2023,23183434,THEFT/OTHER,OTHERS,2
-77.02189701,38.91701817,DAY,11/9/2023,23184149,THEFT F/AUTO,OTHERS,3
