X,Y,CCN,REPORT_DAT
-76.98246248,38.89998421,23181185,11/4/2023
-77.01215426,38.91756261,23181952,11/5/2023
-77.03273216,38.92952468,23183097,11/7/2023
-77.01432715,38.97484567,23183195,11/8/2023
-77.03519261,38.93584996,23183490,11/8/2023
-77.01659098,38.93999312,23183711,11/8/2023
-77.0827685,38.90913157,23184144,11/9/2023
-76.92502317,38.88456459,23184491,11/10/2023
-77.04168313,38.91828899,23184644,11/10/2023
-76.98651188,38.89814812,23185944,11/13/2023
-77.03078769,38.91187582,23186685,11/14/2023
-76.97511483,38.91729421,23187111,11/15/2023
-76.95646234,38.92364467,23187361,11/15/2023
-77.07780906,38.9400383,23187527,11/15/2023
-77.01066875,38.91700505,23187551,11/15/2023
-77.06571445,38.91470867,23179254,10/31/2023
-77.01432715,38.97484567,23179280,10/31/2023
-77.03646233,38.93213761,23179419,11/1/2023
-76.98537727,38.83363964,23179439,11/1/2023
-77.03046655,38.96281901,23180256,11/2/2023
-76.97511483,38.91729421,23180472,11/2/2023
-76.91916059,38.88859295,23180497,11/3/2023
-77.00255229,38.90565373,23180524,11/3/2023
-77.01691913,38.90252781,23181614,11/5/2023
-77.04360926,38.90993522,23181656,11/5/2023
-76.98411033,38.8989138,23182258,11/7/2023
-76.99375788,38.9215925,23182514,11/6/2023
-76.9781304,38.89404669,23182900,11/7/2023
-76.99898516,38.89094409,23183047,11/7/2023
-77.04007106,38.91558165,23183990,11/9/2023
-76.99426016,38.94073041,23184142,11/9/2023
-76.9995063,38.90564782,23184320,11/9/2023
-77.02159516,38.93003362,23185286,11/11/2023
-76.9312113,38.90148661,23185489,11/12/2023
-76.95678664,38.88879315,23185508,11/12/2023
-77.02542833,38.91918792,23186158,11/13/2023
-77.06528485,38.9078177,23186923,11/14/2023
-76.99111984,38.93402912,23187140,11/15/2023
-77.02622759,38.94902153,23173363,11/7/2023
-77.01521404,38.974371,23174099,10/22/2023
-76.99375788,38.9215925,23174583,10/23/2023
-77.04082601,38.91726901,23174648,10/25/2023
-76.9883411,38.83271913,23174697,10/23/2023
-77.08030055,38.94925444,23175664,10/25/2023
-77.03328634,38.91919369,23424257,11/2/2023
-77.03180211,38.93386145,23424341,11/6/2023
-77.0250321,38.91947699,23424427,11/8/2023
-77.03459323,38.93189648,23424492,11/9/2023
-77.01941487,38.91409387,23424514,11/9/2023
-77.01059877,38.91627231,23424515,11/9/2023
-77.02962298,38.91756408,23424554,11/9/2023
-77.03952157,38.91757358,23424574,11/10/2023
-77.03992127,38.91187441,23424148,10/28/2023
-77.00140645,38.90754767,23424732,11/15/2023
-77.01316409,38.91409366,23424902,11/19/2023
-77.03325664,38.90965936,23187456,11/15/2023
-76.97217632,38.90416263,23187847,11/16/2023
-77.02293517,38.89846338,23188425,11/17/2023
-76.99844612,38.90407071,23188462,11/17/2023
-77.0054935,38.83873121,23188551,11/17/2023
-77.02756239,38.9170067,23188685,11/17/2023
-77.00654791,38.91664403,23189066,11/18/2023
-77.01161594,38.86463204,23189198,11/18/2023
-76.96363107,38.92643628,23189493,11/19/2023
-76.99888591,38.90647568,23189845,11/20/2023
-76.99375788,38.9215925,23190029,11/20/2023
-77.03273216,38.92952468,23190291,11/20/2023
-77.03028197,38.93113585,23186075,11/13/2023
-77.02497905,38.91483816,23186129,11/13/2023
-77.0162688,38.94750464,23187643,11/16/2023
-76.97863559,38.85107472,23187788,11/16/2023
-77.01669774,38.95111671,23188854,11/18/2023
-76.99375788,38.9215925,23189096,11/19/2023
-77.00350807,38.91297614,23189278,11/19/2023
-77.06196286,38.90343028,23189397,11/19/2023
-77.03195412,38.91865635,23189612,11/19/2023
-77.03758974,38.92933377,23189811,11/20/2023
-77.05248911,38.9252106,23189859,11/20/2023
-77.04305317,38.91966587,23189988,11/20/2023
-77.0144401,38.87466008,23190109,11/20/2023
-77.04423315,38.9079109,23190224,11/21/2023
-76.97881349,38.84678689,23187888,11/16/2023
-76.98691795,38.88411181,23188607,11/17/2023
-77.0132778,38.91483404,23189071,11/18/2023
-76.9869109,38.88284681,23189090,11/18/2023
-76.99024478,38.88255346,23189110,11/18/2023
-77.04256708,38.90375065,23189114,11/18/2023
-77.004475,38.90565142,23189460,11/19/2023
-77.07002414,38.95536965,23189737,11/19/2023
-76.97776911,38.84631627,23189891,11/20/2023
-76.91709855,38.89448447,23190063,11/20/2023
-77.0114137,38.8729673,23182700,11/7/2023
-77.03718485,38.93358069,23183061,11/7/2023
-77.02191749,38.90034939,23184766,11/10/2023
-77.03946697,38.92101514,23185449,11/12/2023
-76.96997069,38.85635158,23186190,11/13/2023
-76.99375788,38.9215925,23186350,11/13/2023
-77.07993962,38.94836485,23186964,11/14/2023
-77.03273216,38.92952468,23187374,11/15/2023
-76.96848623,38.86042678,23187420,11/15/2023
-77.02091364,38.89613852,23188100,11/16/2023
-76.98785323,38.90176179,23188838,11/18/2023
-76.99952825,38.91688068,23189548,11/19/2023
-77.058879,38.93620283,23187574,11/16/2023
-76.99556645,38.90021164,23175749,10/26/2023
-76.99372545,38.9126674,23175766,10/25/2023
-76.97988974,38.86890946,23424091,10/23/2023
-76.99496403,38.8995631,23424166,10/29/2023
-76.99264615,38.8954594,23424230,11/2/2023
-77.01893118,38.91455103,23174182,10/22/2023
-77.01893068,38.90312854,23174270,10/23/2023
-77.03181589,38.930608,23178262,10/30/2023
-77.03325664,38.90965936,23178612,10/31/2023
-76.97258872,38.85613557,23178631,10/30/2023
-77.03431262,38.93427782,23189714,11/19/2023
-76.98306366,38.86459493,23189814,11/20/2023
-76.93437835,38.91067596,23190075,11/20/2023
-77.06792902,38.95176271,23178553,10/30/2023
-76.9706425,38.86528504,23173793,10/22/2023
-77.04167847,38.90814596,23173819,10/22/2023
-76.99735642,38.82921043,23173920,10/22/2023
-77.02410896,38.93977201,23175016,10/24/2023
-77.04360926,38.90993522,23175083,10/24/2023
-76.99356492,38.83881231,23175374,10/25/2023
-77.02499015,38.91756615,23175537,10/25/2023
-77.02091471,38.90252851,23175544,10/25/2023
-77.03234411,38.90544588,23175551,10/25/2023
-76.91924365,38.88771298,23176560,10/27/2023
-77.05470817,38.90253739,23176784,10/27/2023
-77.01059877,38.91627231,23176931,10/27/2023
-77.00056809,38.82803765,23178939,10/31/2023
-77.058879,38.93620283,23179809,11/1/2023
-76.9931835,38.86226053,23180139,11/2/2023
-76.96816338,38.93459859,23180719,11/3/2023
-76.996816,38.84586615,23180890,11/3/2023
-77.04880824,38.90684375,23181301,11/4/2023
-77.00878189,38.9493416,23181321,11/4/2023
-77.06816719,38.91623372,23181662,11/5/2023
-77.02576981,38.8809942,23181721,11/5/2023
-77.02420898,38.91807646,23181988,11/5/2023
-77.00752744,38.94380006,23182961,11/7/2023
-76.99176975,38.90518558,23183105,11/7/2023
-76.99433005,38.9045238,23185355,11/11/2023
-76.95221695,38.86478187,23185595,11/12/2023
-76.96998324,38.85806162,23185781,11/13/2023
-77.03080279,38.89612201,23186201,11/13/2023
-77.00840358,38.92452682,23186276,11/13/2023
-76.96763934,38.85948534,23187956,11/16/2023
-77.02482957,38.93922163,23424101,10/24/2023
-76.97855087,38.92023548,23424134,10/27/2023
-77.03121913,38.93974555,23424163,10/29/2023
-77.05143835,38.89810929,23424473,11/8/2023
-76.99715929,38.92094079,23424507,11/9/2023
-77.07356843,38.95969171,23424569,11/9/2023
-77.03455933,38.91002536,23424692,11/14/2023
-77.00747637,38.90565019,23424715,11/15/2023
-77.03866731,38.91474723,23174647,10/23/2023
-77.08743925,38.95471266,23174739,10/23/2023
-77.00586628,38.87556636,23175218,11/1/2023
-76.9674602,38.8758815,23175715,10/25/2023
-77.01990154,38.91478382,23175821,10/25/2023
-77.02660915,38.93127916,23175978,10/26/2023
-77.00523312,38.96327282,23176086,10/26/2023
-76.95221982,38.86367928,23176260,10/26/2023
-77.07310989,38.96067426,23176864,10/27/2023
-76.94764978,38.89666367,23176966,10/28/2023
-76.99005843,38.85847262,23177135,10/28/2023
-77.00117084,38.95284335,23177590,10/28/2023
-77.01432715,38.97484567,23177987,10/29/2023
-77.02970995,38.92814388,23177109,10/28/2023
-76.97923001,38.8452388,23177197,11/1/2023
-76.99395657,38.95149223,23177301,10/28/2023
-77.01215426,38.91756261,23177996,10/29/2023
-76.98740947,38.89734098,23178204,10/30/2023
-76.98876055,38.86713257,23178487,10/30/2023
-77.01059767,38.92131067,23178547,10/31/2023
-77.02962599,38.91593717,23178719,10/30/2023
-77.06293694,38.97687808,23178834,10/31/2023
-76.9789966,38.89545306,23179363,10/31/2023
-77.00588677,38.90605178,23179858,11/1/2023
-77.00588677,38.90605178,23424398,11/7/2023
-77.01495339,38.94432678,23424537,11/9/2023
-77.01696161,38.91150021,23424912,11/19/2023
-77.01067752,38.90857423,23188137,11/16/2023
-76.99055634,38.95027489,23188502,11/17/2023
-77.02659089,38.98406344,23188808,11/18/2023
-76.94764978,38.89666367,23189295,11/19/2023
-77.00907084,38.90469155,23189356,11/19/2023
-77.04360926,38.90993522,23189472,11/19/2023
-76.99375788,38.9215925,23189535,11/19/2023
-77.02458571,38.93815618,23424266,11/2/2023
-76.97395709,38.91957865,23424458,11/8/2023
-76.97444214,38.92204722,23424615,11/10/2023
-77.0403008,38.90424574,23424757,11/16/2023
-77.01755757,38.89733701,23424830,11/18/2023
-76.98149295,38.88868052,23424112,10/26/2023
-77.04254499,38.9148429,23424419,11/7/2023
-76.99264812,38.89418661,23424456,11/8/2023
-77.02885298,38.90457992,23424479,11/8/2023
-76.95290836,38.8916524,23424560,11/9/2023
-77.07097867,38.90769736,23424617,11/10/2023
-77.07228663,38.9215195,23424746,11/15/2023
-77.04488755,38.91064171,23424875,11/18/2023
-77.01311321,38.90076716,23424890,11/19/2023
-76.94696715,38.89335727,23173967,10/22/2023
-77.02155082,38.91612136,23174028,10/22/2023
-77.03232827,38.96308929,23174288,10/23/2023
-76.95866143,38.88443411,23174336,10/23/2023
-77.02971014,38.92915344,23174744,10/23/2023
-76.98038889,38.89962291,23174802,10/24/2023
-76.99314249,38.9222244,23175587,10/25/2023
-77.05949647,38.97013479,23175740,10/26/2023
-77.0327318,38.93829661,23176284,10/26/2023
-76.97557763,38.87106029,23176315,10/29/2023
-76.99419714,38.83489376,23176512,10/26/2023
-77.03491297,38.95929373,23177327,10/28/2023
-77.02837874,38.9267472,23177566,10/28/2023
-77.03272896,38.94240529,23177683,10/29/2023
-76.98201382,38.90221551,23178412,10/30/2023
-76.98007376,38.91719616,23178630,10/30/2023
-77.04343966,38.92679248,23178658,10/31/2023
-77.02451883,38.92748595,23178765,10/30/2023
-77.01316409,38.91409366,23424118,10/26/2023
-77.08331773,38.95903928,23424183,10/30/2023
-77.00780186,38.91111823,23424293,11/4/2023
-77.03121924,38.93868564,23424330,11/5/2023
-77.02704272,38.90491456,23424376,11/7/2023
-77.01311321,38.90076716,23424888,11/19/2023
-77.0209035,38.90323873,23424083,10/22/2023
-77.03195322,38.91665119,23424147,10/28/2023
-77.0308664,38.93283421,23424226,11/2/2023
-76.99731156,38.92559044,23424379,11/7/2023
-77.01278664,38.90605997,23424555,11/9/2023
-77.0639982,38.90515888,23424573,11/10/2023
-76.99731774,38.88514209,23424603,11/10/2023
-77.0315564,38.96685775,23189167,11/18/2023
-76.94562227,38.89367224,23189244,11/18/2023
-77.01990389,38.9103901,23189296,11/19/2023
-76.97812799,38.88759625,23190216,11/20/2023
-77.02885478,38.91700756,23178955,10/31/2023
-77.00826341,38.87929416,23174277,10/23/2023
-77.03078841,38.91700787,23175098,10/24/2023
-77.0726938,38.9350855,23175258,10/24/2023
-77.0280883,38.89674517,23175338,10/25/2023
-77.03273165,38.93921725,23175346,10/25/2023
-77.03114268,38.89968473,23175624,10/25/2023
-77.01466812,38.92640669,23175774,10/25/2023
-76.99989621,38.83164167,23175931,10/25/2023
-77.03858478,38.93184794,23176039,10/26/2023
-77.06014484,38.94097244,23176145,10/26/2023
-77.07023157,38.91601774,23176337,10/26/2023
-77.02808366,38.91629302,23177164,10/28/2023
-77.02242559,38.89721501,23177305,10/28/2023
-77.03195303,38.91700558,23177753,10/29/2023
-77.00117084,38.95284335,23177754,10/29/2023
-77.07318217,38.95836513,23179154,10/31/2023
-76.9973071,38.90021115,23179176,11/2/2023
-76.98919534,38.86615736,23179435,11/1/2023
-76.9918335,38.8316376,23179507,11/1/2023
-76.99556645,38.90021164,23180014,11/2/2023
-77.03084342,38.96367505,23180164,11/2/2023
-76.92982365,38.88381624,23180288,11/2/2023
-77.05190543,38.9242076,23180314,11/2/2023
-76.9976907,38.85858555,23180452,11/2/2023
-77.06391816,38.94487643,23180461,11/2/2023
-76.97005153,38.87455292,23181464,11/4/2023
-77.02885137,38.89832172,23181893,11/5/2023
-77.01763703,38.87787439,23181897,11/5/2023
-76.96674541,38.84978148,23182001,11/5/2023
-77.03750149,38.91261678,23182104,11/5/2023
-76.9949577,38.94678932,23182331,11/6/2023
-77.06256711,38.90845068,23424350,11/6/2023
-77.06843994,38.90775221,23424661,11/12/2023
-77.06013376,38.9039058,23424103,10/26/2023
-77.0027048,38.90809274,23424150,10/28/2023
-77.05519075,38.90938198,23424181,10/30/2023
-77.03455705,38.91150624,23424188,10/31/2023
-77.07503849,38.91993275,23424321,11/5/2023
-76.99730907,38.8967287,23424359,11/6/2023
-76.98718048,38.86669635,23424391,11/7/2023
-76.98659998,38.86523142,23424394,11/7/2023
-77.04295382,38.91782695,23424471,11/8/2023
-77.03357435,38.92156352,23424508,11/9/2023
-76.98690852,38.90020649,23424518,11/9/2023
-77.0639982,38.90515888,23424723,11/15/2023
-77.00296909,38.95876913,23424828,11/18/2023
-76.98994437,38.9026458,23424078,10/22/2023
-77.03078796,38.91409899,23424505,11/9/2023
-77.0327318,38.93829661,23424676,11/12/2023
-77.05867651,38.90767897,23424707,11/14/2023
-76.97482657,38.89862201,23424878,11/19/2023
-77.03228212,38.92513631,23174160,10/22/2023
-77.05427186,38.90396812,23174247,10/22/2023
-77.04198978,38.92970189,23174256,10/22/2023
-77.0390642,38.91432434,23174318,10/23/2023
-77.03078994,38.91629207,23175555,10/26/2023
-76.98562955,38.91350698,23175560,10/25/2023
-77.04057515,38.90134369,23176313,10/26/2023
-76.99111984,38.93402912,23176482,10/26/2023
-77.00644253,38.91811554,23176761,10/27/2023
-77.03273321,38.93333087,23177587,10/28/2023
-77.03195469,38.91298543,23178023,10/29/2023
-76.92352488,38.88810349,23178286,10/30/2023
-77.00057108,38.92756959,23178642,10/30/2023
-77.03001409,38.88244299,23178866,10/31/2023
-77.03195299,38.91150608,23178868,10/31/2023
-77.00673047,38.82779747,23178870,10/31/2023
-77.01616969,38.91186966,23179252,10/31/2023
-76.97142078,38.87383398,23179541,11/1/2023
-77.03324363,38.91812216,23179670,11/1/2023
-77.01801107,38.93888174,23180433,11/3/2023
-77.02703587,38.91756272,23180716,11/3/2023
-77.04654788,38.91986136,23182493,11/6/2023
-76.99641375,38.90991466,23182913,11/7/2023
-77.02128706,38.92369012,23183053,11/7/2023
-77.00908761,38.87251204,23183193,11/7/2023
-76.95049283,38.86627718,23183721,11/8/2023
-76.95261513,38.88930091,23184712,11/10/2023
-77.00840838,38.95347975,23184808,11/10/2023
-77.0063967,38.82461656,23184840,11/10/2023
-76.971407,38.862471,23185181,11/11/2023
-76.9602969,38.87696408,23185991,11/13/2023
-76.98293097,38.8966746,23186040,11/14/2023
-77.00375292,38.84853633,23186732,11/14/2023
-77.03649226,38.92299884,23186785,11/14/2023
-76.98918856,38.83218542,23186839,11/14/2023
-76.95888194,38.89673086,23187054,11/15/2023
-77.02885137,38.89832172,23187411,11/16/2023
-77.02091471,38.90252851,23187913,11/16/2023
-77.02092624,38.91039118,23188256,11/17/2023
-76.94764978,38.89666367,23188793,11/18/2023
-76.96777722,38.87153333,23188917,11/18/2023
-76.99152975,38.90192346,23189101,11/18/2023
-76.97828264,38.90020034,23189315,11/19/2023
-76.9721691,38.92505197,23189923,11/20/2023
-76.99186743,38.85934658,23190095,11/20/2023
-77.06784496,38.9055065,23424353,11/6/2023
-77.00839022,38.89721173,23424417,11/7/2023
-77.07109762,38.94397686,23424497,11/9/2023
-76.99943062,38.92707873,23424561,11/9/2023
-77.06375278,38.93731208,23424777,11/16/2023
-77.02140113,38.92912085,23173832,10/22/2023
-77.02497905,38.91483816,23173855,10/22/2023
-77.00354387,38.90012555,23175894,10/25/2023
-77.03390211,38.91410074,23176022,10/26/2023
-77.03121981,38.9376132,23176065,10/26/2023
-76.99320409,38.89891522,23176341,10/26/2023
-76.99754985,38.89438446,23176899,10/27/2023
-77.03638679,38.9651327,23177238,10/28/2023
-76.9845818,38.88867999,23177877,10/29/2023
-77.07838827,38.9324304,23178157,10/29/2023
-77.00197897,38.93535366,23178465,10/30/2023
-76.99314249,38.9222244,23179266,10/31/2023
-77.00905103,38.91297972,23179861,11/1/2023
-76.94720847,38.90397662,23179874,11/1/2023
-77.00746436,38.87556663,23180068,11/2/2023
-77.05565545,38.96750987,23180274,11/2/2023
-77.03078785,38.91919032,23180643,11/3/2023
-76.93770201,38.8717309,23424127,10/27/2023
-77.02812414,38.94613051,23424407,11/7/2023
-76.9859926,38.89201579,23424784,11/18/2023
-77.03169335,38.95929204,23424841,11/18/2023
-77.0224361,38.94089396,23424918,11/20/2023
-76.91229952,38.89197533,23181951,11/5/2023
-76.96627731,38.86948408,23182021,11/5/2023
-77.004475,38.90565142,23182230,11/6/2023
-76.99288061,38.83204546,23182311,11/6/2023
-76.97206922,38.87412759,23182577,11/6/2023
-76.92005096,38.88975862,23182627,11/6/2023
-77.00449548,38.9288068,23182738,11/7/2023
-77.02765652,38.96555083,23182889,11/7/2023
-77.03394753,38.92642286,23183164,11/10/2023
-77.02655242,38.98239531,23184109,11/9/2023
-76.97569068,38.89330699,23184209,11/9/2023
-76.94818345,38.86534362,23185446,11/12/2023
-76.9958484,38.92447255,23185453,11/12/2023
-77.03325664,38.90965936,23185557,11/12/2023
-76.92446159,38.88976101,23185753,11/12/2023
-76.99375788,38.9215925,23185934,11/12/2023
-77.02293595,38.90911504,23173788,10/22/2023
-77.03531154,38.92330287,23173908,10/22/2023
-77.06558249,38.91164662,23173959,10/22/2023
-77.04009335,38.90724929,23174278,10/23/2023
-76.99897573,38.90564997,23174706,10/23/2023
-77.03195303,38.91700558,23174969,10/24/2023
-77.03858931,38.93126528,23175031,10/24/2023
-77.04087789,38.92387768,23175111,10/24/2023
-77.01311321,38.90076716,23175255,10/24/2023
-76.98221368,38.89405982,23175501,10/25/2023
-77.03848522,38.91298832,23175566,10/25/2023
-77.07993962,38.94836485,23175640,10/25/2023
-77.05233789,38.90725039,23176003,10/26/2023
-77.01217569,38.87139697,23176696,10/27/2023
-76.98551451,38.8834787,23176745,10/27/2023
-77.0106955,38.8677715,23177139,10/28/2023
-77.03349342,38.90565373,23177403,10/28/2023
-77.03457116,38.90611005,23177489,10/28/2023
-77.01803146,38.97298361,23177698,10/29/2023
-77.04771829,38.90964462,23177925,10/29/2023
-76.94696715,38.89335727,23178235,10/30/2023
-76.98690852,38.90020649,23178326,10/30/2023
-77.02970995,38.92814388,23186375,11/13/2023
-76.97716169,38.92129532,23186478,11/13/2023
-77.02397107,38.89671807,23186857,11/14/2023
-77.03649202,38.92185595,23186863,11/14/2023
-76.95221982,38.86367928,23187306,11/15/2023
-77.03273216,38.92952468,23187605,11/15/2023
-76.96244504,38.85430545,23188040,11/16/2023
-77.01588051,38.92219992,23188386,11/17/2023
-76.9986028,38.9098593,23188519,11/17/2023
-77.03196162,38.89784049,23188543,11/17/2023
-77.00277417,38.91899301,23189790,11/20/2023
-76.97776911,38.84631627,23189867,11/20/2023
-77.00291823,38.87476932,23190071,11/20/2023
-77.04157913,38.92581612,23190245,11/20/2023
-77.00586628,38.87556636,23190391,11/21/2023
-77.02715752,38.92724854,23178446,10/30/2023
-77.02731116,38.96945967,23179005,10/31/2023
-76.98919147,38.92446294,23179057,10/31/2023
-76.99496621,38.89812807,23179080,10/31/2023
-77.03273785,38.93161443,23180159,11/2/2023
-77.01873297,38.88604699,23180347,11/2/2023
-77.02322075,38.93926241,23180704,11/3/2023
-77.00255229,38.90565373,23181023,11/4/2023
-77.00905531,38.90765056,23181352,11/4/2023
-76.98800785,38.95372086,23173459,10/26/2023
-77.00667056,38.87929192,23174031,10/22/2023
-77.02497743,38.90724602,23174081,10/22/2023
-77.01989445,38.87885567,23174130,10/22/2023
-77.0275628,38.92074074,23174778,10/24/2023
-77.03273216,38.92952468,23174893,10/24/2023
-76.99951424,38.88200774,23175798,10/25/2023
-77.03503444,38.93507502,23176035,10/26/2023
-77.03121981,38.9376132,23176071,10/26/2023
-76.95082186,38.8605848,23176104,10/26/2023
-76.99024757,38.89674112,23176386,10/26/2023
-77.00708114,38.87648984,23178552,10/30/2023
-76.92218494,38.88705205,23178893,10/31/2023
-77.01065365,38.87139901,23179115,10/31/2023
-77.05190543,38.9242076,23179123,10/31/2023
-77.03273216,38.92952468,23179261,10/31/2023
-77.00126475,38.87929191,23179360,10/31/2023
-76.97088176,38.85634105,23179414,11/1/2023
-77.0308687,38.93494008,23180876,11/3/2023
-76.98293285,38.88980942,23180952,11/4/2023
-76.98437043,38.87985977,23181576,11/8/2023
-77.03985046,38.9170118,23181609,11/5/2023
-77.03364584,38.9007772,23182343,11/6/2023
-77.00905268,38.91149505,23183048,11/7/2023
-77.02458571,38.93815618,23183346,11/8/2023
-77.02398021,38.8954723,23183803,11/8/2023
-77.03325664,38.90965936,23183988,11/9/2023
-76.97495524,38.87137137,23184022,11/9/2023
-76.9958484,38.92447255,23184492,11/10/2023
-76.97266997,38.84974329,23184585,11/10/2023
-77.02497905,38.91483816,23185260,11/11/2023
-76.98609412,38.86695739,23185685,11/12/2023
-77.01990154,38.91478382,23185709,11/12/2023
-77.03087144,38.9361971,23185844,11/12/2023
-77.03718485,38.93358069,23185900,11/13/2023
-76.99122002,38.93536127,23186617,11/14/2023
-77.03195412,38.91865635,23186893,11/16/2023
-77.02651085,38.89735568,23187097,11/15/2023
-77.03926246,38.90374883,23187923,11/16/2023
-77.04825948,38.9113232,23188478,11/17/2023
-76.93267101,38.88697317,23188538,11/17/2023
-77.00826341,38.87929416,23189007,11/18/2023
-77.08760465,38.91497636,23189402,11/19/2023
-77.0363978,38.95890529,23189504,11/19/2023
-77.02705044,38.95838904,23189660,11/19/2023
-77.01432715,38.97484567,23190049,11/20/2023
-76.98690852,38.90020649,23190153,11/20/2023
-77.02531246,38.93288554,23424074,10/22/2023
-76.96477177,38.87338306,23424348,11/6/2023
-77.0628545,38.90644616,23424404,11/7/2023
-76.99618055,38.88325619,23424509,11/9/2023
-77.00141221,38.90724328,23424675,11/12/2023
-77.03121981,38.9376132,23424733,11/15/2023
-77.0058833,38.83515675,23424898,11/19/2023
-76.99911368,38.94709814,23177159,10/28/2023
-76.95888194,38.89673086,23177553,10/28/2023
-77.03325664,38.90965936,23178201,10/30/2023
-77.02191919,38.91039208,23179075,10/31/2023
-77.03648163,38.92792964,23179318,10/31/2023
-77.03455819,38.91076404,23179992,11/2/2023
-77.04492943,38.91855155,23180605,11/3/2023
-76.97014004,38.93459803,23180714,11/3/2023
-77.05949647,38.97013479,23180948,11/3/2023
-77.02660825,38.98448484,23180987,11/3/2023
-77.05190543,38.9242076,23181876,11/5/2023
-77.03273216,38.92952468,23424249,11/2/2023
-77.04577875,38.90101882,23424400,11/7/2023
-77.00129841,38.88532214,23424403,11/7/2023
-77.06902122,38.90724244,23424408,11/7/2023
-77.01763703,38.87787439,23184088,11/10/2023
-77.04056948,38.90253271,23187652,11/16/2023
-76.97313897,38.84387872,23177769,10/29/2023
-77.02294596,38.9133549,23183859,11/9/2023
-76.99898363,38.88128138,23182017,11/5/2023
-77.02190307,38.88078734,23182456,11/6/2023
-77.06802635,38.96864423,23182528,11/6/2023
-77.0245715,38.88389065,23183204,11/7/2023
-76.98392992,38.91476496,23183349,11/8/2023
-76.97277371,38.84566736,23183549,11/8/2023
-77.02795213,38.96198736,23184326,11/9/2023
-76.93290787,38.89368428,23185399,11/11/2023
-76.9663066,38.92424905,23185434,11/12/2023
-77.00277427,38.91260637,23185674,11/12/2023
-76.96560353,38.87489509,23185725,11/12/2023
-77.02203337,38.95041949,23186064,11/13/2023
-76.99196113,38.84688585,23186238,11/13/2023
-77.0621667,38.91098395,23424451,11/8/2023
-77.02161437,38.93484343,23424468,11/8/2023
-76.9969931,38.93237189,23424485,11/9/2023
-77.00430244,38.91756505,23424564,11/9/2023
-77.08458976,38.95854165,23424622,11/10/2023
-77.01372162,38.8812909,23424656,11/12/2023
-77.01311321,38.90076716,23424889,11/19/2023
-76.97899645,38.92612079,23174145,10/22/2023
-77.04186145,38.92013302,23174181,10/22/2023
-77.00971665,38.82439449,23174195,10/22/2023
-77.02660825,38.98448484,23174638,10/23/2023
-77.03358335,38.93649543,23174812,10/24/2023
-77.02534445,38.9222995,23174926,10/24/2023
-77.03273216,38.92952468,23175232,10/24/2023
-77.02295399,38.91932446,23177291,10/28/2023
-77.02195545,38.94877522,23178417,10/30/2023
-77.05644657,38.92729895,23178467,10/31/2023
-76.9955522,38.82920993,23178557,10/30/2023
-77.03634357,38.98491471,23175467,10/25/2023
-77.05190543,38.9242076,23176286,10/26/2023
-77.05190543,38.9242076,23179694,11/2/2023
-76.95313542,38.92459727,23180844,11/3/2023
-77.02755376,38.90093076,23188484,11/17/2023
-77.03643855,38.94134878,23178734,10/30/2023
-77.03748466,38.91701024,23178820,10/31/2023
-76.99506473,38.93877213,23179609,11/1/2023
-77.02165613,38.92688539,23180028,11/2/2023
-77.01881889,38.92949568,23180547,11/3/2023
-77.02557758,38.92440812,23180766,11/3/2023
-76.95970806,38.8763992,23181187,11/4/2023
-76.98007376,38.91719616,23181314,11/4/2023
-77.04169192,38.90314236,23181921,11/5/2023
-77.01474461,38.94326275,23182034,11/6/2023
-76.98076147,38.89580145,23182071,11/5/2023
-77.03079536,38.90133929,23182123,11/5/2023
-76.96464984,38.85456903,23183599,11/8/2023
-77.00588246,38.87885221,23183685,11/8/2023
-77.05808284,38.93483207,23184597,11/10/2023
-77.03259257,38.9281796,23184920,11/10/2023
-77.03981175,38.90611028,23184924,11/10/2023
-76.98364737,38.94314164,23185142,11/11/2023
-76.95033717,38.89849256,23185203,11/11/2023
-77.03195412,38.91865635,23185298,11/11/2023
-77.05190543,38.9242076,23185670,11/12/2023
-77.02191814,38.91409622,23186028,11/14/2023
-77.07076136,38.95663595,23186287,11/13/2023
-76.94139642,38.88978602,23186493,11/13/2023
-77.02506106,38.91557953,23186697,11/14/2023
-77.02647446,38.94560004,23188913,11/18/2023
-77.0275412,38.92243782,23179604,11/1/2023
-77.02191673,38.90911578,23424848,11/18/2023
-76.9561399,38.89477496,23187567,11/15/2023
-76.98830966,38.88215642,23424586,11/10/2023
-76.99420645,38.9387002,23424646,11/12/2023
-77.05646711,38.90853891,23180305,11/2/2023
-77.04774676,38.90170681,23187236,11/15/2023
-77.03273216,38.92952468,23187591,11/15/2023
-77.0280883,38.89674517,23188143,11/16/2023
-77.01666746,38.91683229,23188594,11/17/2023
-76.99030825,38.9201648,23189199,11/18/2023
-76.93271368,38.89879839,23189562,11/19/2023
-77.07358582,38.96491379,23190279,11/20/2023
-76.92982365,38.88381624,23179801,11/1/2023
-77.04087789,38.92387768,23180500,11/3/2023
-76.95290168,38.91985367,23181559,11/4/2023
-77.04198978,38.92970189,23424310,11/5/2023
-77.00057378,38.8305284,23185784,11/12/2023
-77.03965547,38.92466408,23424750,11/15/2023
-76.95658384,38.89417211,23188632,11/17/2023
-77.00351646,38.90783328,23188830,11/18/2023
-77.00430167,38.91628596,23189564,11/19/2023
